2025-07-22 16:42:18,777 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 16:50:46,822 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 16:51:01,431 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 16:52:05,637 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 17:02:30,188 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 17:04:21,957 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 17:54:54,044 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 17:57:40,339 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 18:02:24,559 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-22 18:04:40,155 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
2025-07-23 16:05:23,258 - INFO - HTTP Request: GET https://translate.googleapis.com/translate_a/single?client=gtx&sl=auto&tl=zh-tw&hl=zh-tw&dt=at&dt=bd&dt=ex&dt=ld&dt=md&dt=qca&dt=rw&dt=rm&dt=ss&dt=t&ie=UTF-8&oe=UTF-8&otf=1&ssel=0&tsel=0&tk=xxxx&q=%E5%88%86%E6%AF%8D%E7%9B%B8%E5%90%8C%E5%97%8E%EF%BC%9F "HTTP/2 200 OK"
